"spelling","lexicality","rt","subtlex.frequency","length","POS","bigram.freq"
"intact","W",622,264,6,"ADJ",133183
"inteelt","W",668.7222222,40,7,"N",268073
"intens","W",646.3714286,264,6,"ADJ",333769
"intern","W",621.0294118,78,6,"ADJ",342977
"intiem","W",629.2368421,264,6,"ADJ",147329
"intocht","W",658.4444444,7,7,"N",176179
"intrek","W",652.7142857,34,6,"N",154894
"intro","W",600.6842105,29,5,"N",108439
"inval","W",584.2631579,254,5,"N",85419
"invloed","W",581.6666667,911,7,"N",140568
"invoer","W",589.8717949,19,6,"N",235459
"inzet","W",555.8947368,590,5,"N",116468
"inzicht","W",595.7179487,333,7,"N",153666
"inzien","W",669.8529412,440,6,"WW",314995
"inziens","W",672.037037,7,7,"N",286311
"is","W",558.75,947568,2,"WW",61959
"islam","W",688.5294118,88,5,"N",72109
"item","W",621.7631579,80,4,"N",112351
"items","W",615.2432432,32,5,"N",143151
"ivoor","W",598.3513514,58,5,"N",97604
"jaagt","W",607.7435897,464,5,"WW",86280
"jaar","W",539.2051282,33351,4,"N",90366
"jaargang","W",617.7837838,6,8,"N",155196
"jaarlijks","W",598.9459459,93,9,"ADJ",169097
"jaars","W",549.2941176,30,5,"N",119540
"jaartal","W",584.6486486,8,7,"N",119235
"jaartje","W",583.7179487,44,7,"N",164404
"jaartjes","W",632.3888889,19,8,"N",156699
"jacht","W",550.8205128,1049,5,"N",103857
"jachten","W",666.2424242,28,7,"N",361658
"jachthond","W",626.1351351,50,9,"N",193207
"jacquet","W",712.625,13,7,"N",70000
"jacquets","W",791.8,1,8,"N",79301
"jade","W",673.7777778,169,4,"N",151504
"jagen","W",579.027027,1431,5,"WW",293760
"jager","W",600.2368421,486,5,"N",218735
"jagers","W",578.8717949,388,6,"N",247909
"jakhals","W",638.7692308,65,7,"N",83905
"jaloers","W",551.9736842,1876,7,"ADJ",236556
"jam","W",656.6857143,220,3,"N",18685
"jammer","W",540.3589744,4032,6,"ADJ",186393
"janken","W",618.8378378,243,6,"WW",296104
"jankend","W",628.4054054,19,7,"WW",297316
"jankte","W",640.3939394,24,6,"WW",193198
"jannen","W",627,1,6,"N",285798
"jantjes","W",610,3,7,"N",135820
"japans","W",597.7631579,274,6,"ADJ",103752
"japon","W",608.6578947,32,5,"N",126252
"jaren","W",561.8205128,7341,5,"N",296447
"jargon","W",663.1621622,28,6,"N",144394
"jarig","W",564.2894737,750,5,"ADJ",93106
"jas","W",524.5263158,2104,3,"N",47926
"jasje","W",542.2105263,723,5,"N",94860
"jasjes","W",632.5263158,45,6,"N",87155
"jasmijn","W",675.7647059,37,7,"N",135915
"jassen","W",584.4210526,152,6,"N",262783
"jaszak","W",641.9375,52,6,"N",37184
"jawel","W",557.9736842,4937,5,"N",79807
"jazz","W",610.0285714,305,4,"N",5448
"jeans","W",575.6756757,134,5,"N",99037
"jee","W",680,758,3,"N",116371
"jeep","W",584.5526316,337,4,"N",62403
"jeeps","W",686.7037037,24,5,"N",93670
"jeugd","W",494.6666667,1219,5,"N",57135
"jeugdig","W",632.4166667,22,7,"ADJ",77108
"jeugdvriend","W",681.5128205,18,11,"N",319427
"jeugdwerk","W",609.1428571,2,9,"N",180921
"jeuk","W",557.1578947,113,4,"N",33206
"jicht","W",787.0416667,65,5,"N",97914
"job","W",545.7631579,1009,3,"N",5240
"jobs","W",582.8717949,46,4,"N",38848
"joch","W",637.7575758,821,4,"N",47211
"jochie","W",683.8055556,1196,6,"N",153249
"jochies","W",673.3055556,112,7,"N",145544
"joden","W",595.6315789,1114,5,"N",302274
"joeg","W",713.3666667,153,4,"WW",56707
"joegen","W",704.4137931,31,6,"WW",322595
"joelend","W",705.2857143,2,7,"WW",333588
"joggen","W",610.8717949,164,6,"WW",292942
"jogging","W",623.5945946,5,7,"N",103419
"joh","W",776.8,128,3,"ADJ",5026
"joint","W",630.9722222,285,5,"N",102131
"joints","W",661.0833333,58,6,"N",111432
"jojo's","W",688.9705882,9,6,"N",39904
"joker","W",613.3513514,132,5,"N",181884
"jokers","W",660.1470588,22,6,"N",211058
"jong","W",532.1282051,4006,4,"ADJ",76836
"jonge","W",577.9722222,3420,5,"ADJ",188416
"jongen","W",526.3947368,19053,6,"N",342724
"jongens","W",522.8684211,16873,7,"N",314040
"jonger","W",541.9487179,739,6,"ADJ",267699
"jongs","W",695.88,34,5,"N",106382
"jongste","W",544.8717949,418,7,"ADJ",267575
"jonker","W",752.6956522,8,6,"N",214916
"jonkheer","W",683.2777778,12,8,"N",242340
"jood","W",576.2972973,627,4,"N",64687
"joods","W",559.6111111,423,5,"ADJ",76160
"joodse","W",615.3589744,509,6,"ADJ",128076
"journaal","W",577.5263158,129,8,"N",96674
"journaals","W",622.7575758,18,9,"N",127248
"judo","W",579.5263158,18,4,"N",15273
"juf","W",622.7105263,206,3,"N",9262
"juffen","W",653.96875,2,6,"N",233609
"juffrouw","W",594.0810811,2007,8,"N",46077
"juichen","W",589.6315789,140,7,"WW",310126
"juichend","W",619,3,8,"WW",311338
"juichte","W",598.7142857,17,7,"WW",223836
"juichten","W",672.0294118,23,8,"WW",378144
"juiste","W",582.7631579,4137,6,"ADJ",239888
"juister","W",729.6521739,4,7,"ADJ",319171
"juistheid","W",630.9473684,13,9,"N",178728
"juk","W",713.5925926,47,3,"N",13821
"jukken","W",683.4166667,1,6,"WW",262520
"jungle","W",607.7297297,778,6,"N",137090
"jungles","W",675.15625,17,7,"N",129385
"junk","W",652.1764706,206,4,"N",22652
"junkie","W",626.2222222,227,6,"N",122037
"junkies","W",640.4324324,99,7,"N",114332
"junks","W",642.7272727,47,5,"N",52969
"junta","W",755.625,17,5,"N",42939
"jurist","W",599.4102564,154,6,"N",153252
"jurk","W",520.7179487,2438,4,"N",27994
"jurken","W",595.5526316,303,6,"N",269314
"jurkje","W",583.0789474,57,6,"N",99836
"jurkjes","W",595.5897436,11,7,"N",92131
"jury","W",547.0526316,1363,4,"N",13259
"jury's","W",589.4324324,34,6,"N",47647
"jus","W",643.1111111,223,3,"N",40586
"juweel","W",531.4871795,149,6,"N",120078
"kaaiman","W",741.8333333,38,7,"N",196684
"kaak","W",578.0540541,224,4,"N",82703
"kaal","W",601.4594595,360,4,"ADJ",90983
"kaap","W",703.1612903,48,4,"N",77368
"kaar","W",519.6666667,9,4,"ADJ",114277
"kaars","W",543.6052632,257,5,"N",143451
"kaarsen","W",589.0512821,362,7,"N",349675
"kaarsje","W",606.5789474,22,7,"N",190385
"kaarsjes","W",588.0769231,109,8,"N",182680
"kaarslicht","W",637.9473684,78,10,"N",239961
"kaarsrecht","W",702.7272727,16,10,"ADJ",252915
"kaart","W",586.8974359,3484,5,"N",138310
"kaarten","W",555.8888889,1734,7,"N",396111
"kaartje","W",639.2777778,1242,7,"N",188315
"kaartjes","W",589.5757576,901,8,"N",180610
"kaas","W",536.7368421,999,4,"N",108769
"kaasje","W",632.9473684,2,6,"N",155703
"kaasjes","W",645.3684211,2,7,"N",147998
"kaats","W",697.75,5,5,"N",127237
"kaatsen","W",692.3125,11,7,"WW",333461
"kaatste","W",738.3666667,3,7,"WW",288430
"kabaal","W",649.5294118,101,6,"N",103617
"kabel","W",573.1351351,427,5,"N",113764
"kabels","W",578.5789474,151,6,"N",144338
"kachel","W",605.5405405,125,6,"N",156574
"kachels","W",598.1315789,3,7,"N",187148
"kade","W",698.40625,114,4,"N",175415
"kaden","W",817.3076923,2,5,"N",329723
"kader","W",611.2972973,54,5,"N",254698
"kaders","W",567.4166667,7,6,"N",283872
"kaf","W",654.9230769,23,3,"N",47943
"kaft","W",665.5428571,31,4,"N",79618
"kaften","W",662.28125,9,6,"N",337419
"kajak","W",622.6285714,16,5,"N",48184
"kajaks","W",720.1875,2,6,"N",78501
"kajuit","W",648.2222222,37,6,"N",104274
"kaken","W",661.1875,114,5,"N",287091
"kaki","W",718.8095238,15,4,"ADJ",43474
"kale","W",612.7352941,343,4,"ADJ",143624
"kalf","W",534.4102564,134,4,"N",52242
"kalfje","W",627.5897436,8,6,"N",125433
"kalfjes","W",592.8974359,30,7,"N",117728
"kalk","W",568.3243243,44,4,"N",55182
"kalkoen","W",554.4871795,455,7,"N",301855
"kalksteen","W",636.0512821,19,9,"WW",436774
"kallen","W",499.75,12,6,"N",305987
"kalm","W",545.5526316,3036,4,"ADJ",51122
"kalme","W",642.4444444,64,5,"ADJ",135138
"kalmer","W",598.8205128,52,6,"ADJ",214421
"kalmpjes","W",638.7027027,35,8,"N",122781
"kalmte","W",583.1025641,111,6,"N",185832
"kalven","W",692.8333333,3,6,"WW",300550
"kam","W",551.8918919,231,3,"N",42596
"kamde","W",754.4516129,21,5,"WW",179470
"kameel","W",555.6315789,118,6,"N",155717
"kamer","W",579.5897436,12036,5,"N",205895
"kamers","W",604.2432432,947,6,"N",235069
"kammen","W",644.5555556,115,6,"WW",285329
"kamp","W",566.75,1825,4,"N",47696
"kampen","W",604.1621622,210,6,"N",284324
"kampvuur","W",513.0263158,113,8,"N",82413
"kan","W",564.2307692,176048,3,"WW",140497
"kanaal","W",554.5641026,610,6,"N",135685
"kaneel","W",611.4210526,64,6,"N",179246
"kanker","W",561.7948718,957,6,"N",244990
"kannen","W",705.9615385,16,6,"N",309709
"kano","W",646.0810811,98,4,"N",69420
"kano's","W",654.3235294,24,6,"N",103597
"kanon","W",593.1025641,270,5,"N",175728
"kanons","W",632.1142857,1,6,"N",147044
"kans","W",563.8947368,11561,4,"N",111813
"kansel","W",670.3333333,15,6,"N",157060
"kansen","W",585.9189189,883,6,"N",318037
"kansje","W",630.3055556,34,6,"N",158747
"kansjes","W",665.3235294,1,7,"N",151042
"kant","W",557.7368421,13673,4,"N",117431
"kanten","W",648.3846154,851,6,"N",375232
"kantje","W",650.5526316,45,6,"N",167436
"kantjes","W",642.5833333,36,7,"N",159731
"kantoor","W",561.5789474,5441,7,"N",173622
"kap","W",621.2647059,537,3,"WW",40436
"kapel","W",587.4444444,194,5,"N",116087
"kapen","W",721.84375,56,5,"WW",277064
"kaper","W",697.7,45,5,"N",202039
"kapers","W",678.5454545,68,6,"N",231213
"kaping","W",708.3103448,55,6,"N",127880
"kapje","W",652.2258065,36,5,"N",114700
"kapjes","W",704.1515152,2,6,"N",106995
"kapot","W",531.3421053,3643,5,"ADJ",85694
"kappen","W",708.71875,510,6,"WW",282325
"kapper","W",544.8461538,514,6,"N",207300
"kappers","W",671.3055556,29,7,"N",236474
"kapsel","W",549.4358974,330,6,"N",116950
"kapsels","W",571.974359,32,7,"N",147524
"kapstok","W",591.8333333,31,7,"N",121225
"kar","W",584.2631579,295,3,"N",77345
"karaf","W",732.2592593,8,5,"N",96666
"karig","W",705.6923077,15,5,"ADJ",117017
"karkas","W",718.6206897,62,6,"N",111950
"karma","W",659.6451613,251,5,"N",73570
"karper","W",665.65625,30,6,"N",222131
"karpers","W",724.7333333,2,7,"N",251305
"karpet","W",701.6428571,3,6,"N",128205
"karren","W",617.4857143,56,6,"N",323379
"kartel","W",668.6206897,138,6,"N",198202
"kartels","W",672.7241379,30,7,"N",228776
"karton","W",587.1388889,47,6,"N",188034
"karwats","W",598,3,7,"N",126757
"karwei","W",599.1891892,119,6,"N",86427
"kas","W",589.2894737,191,3,"N",71837
"kasboek","W",567.75,8,7,"N",99422
"kassa","W",531.4736842,332,5,"N",55354
"kassa's","W",549.4473684,11,7,"N",87869
"kassen","W",705.4285714,23,6,"N",286694
"kassier","W",634.6060606,81,7,"N",235270
"kassiers","W",619.0588235,8,8,"N",264444
"kast","W",515.5526316,1314,4,"N",129537
"kastdeur","W",629.0625,14,8,"N",211713
"kaste","W",688.875,11,5,"N",233030
"kasteel","W",571.8974359,1207,7,"N",262135
"kasten","W",594.0526316,119,6,"N",387338
"kastje","W",585.974359,335,6,"N",179542
"kastjes","W",625.0833333,46,7,"N",171837
"kat","W",548.8974359,2311,3,"N",81004
"kater","W",576.9473684,319,5,"N",263780
"katers","W",633.5526316,20,6,"N",292954
"katje","W",575.5897436,64,5,"N",131009
"katjes","W",616.1428571,48,6,"N",123304
"katoen","W",584.0263158,221,6,"N",306709
"katten","W",576.5405405,676,6,"N",346740
"katvis","W",733.1875,11,6,"N",107721
"kauw","W",607,66,4,"WW",37919
"kauwde","W",612.4358974,18,6,"WW",177464
"kauwen","W",627.5945946,205,6,"WW",273652
"kauwend","W",631.3243243,6,7,"WW",274864
"kauwgom","W",596.0789474,256,7,"N",58297
"kazen","W",622.8857143,18,5,"N",262524
"keek","W",580.4722222,3244,4,"WW",107397
"keel","W",578.7692308,1193,4,"N",143693
"keelgat","W",597.4594595,15,7,"N",194350
"keelpijn","W",568.4210526,30,8,"N",250692
"keeltje","W",642.4242424,3,7,"N",224521
"keeper","W",669.9722222,73,6,"N",257997
"keepers","W",706.2580645,7,7,"N",287171
"keer","W",527.1891892,32231,4,"N",229645
"keerde","W",576.4615385,244,6,"WW",366746
"keerden","W",701.8205128,81,7,"WW",521054
"keerpunt","W",553.8974359,65,8,"N",269063
"keert","W",617.8055556,357,5,"WW",253678
"keertje","W",604.1666667,493,7,"N",303683
"keet","W",700.8461538,51,4,"N",135719
"kegel","W",550.2894737,19,5,"N",181042
"kegels","W",597.8974359,15,6,"N",211616
"kei","W",580.0263158,159,3,"N",63708
"keien","W",641.3125,46,5,"N",319698
"keihard","W",587.1388889,379,7,"ADJ",150759
"keitje","W",750.8571429,1,6,"N",165981
"keitjes","W",754.047619,5,7,"N",158276
"keizer","W",560.6052632,1195,6,"N",222182
"keizers","W",586.7948718,54,7,"N",251356
"keken","W",725.9130435,530,5,"WW",312943
"kelder","W",523.5641026,1509,6,"N",328939
"kelders","W",583.2820513,44,7,"N",358113
"kelen","W",679.3913043,43,5,"N",351800
"kelk","W",668.1944444,57,4,"N",109050
"kelken","W",783.1428571,5,6,"N",350370
"kelkjes","W",722.1153846,2,7,"N",173187
"kelner","W",584.972973,104,6,"N",265289
"kelners","W",614,27,7,"N",294463
"kelt","W",739.3333333,3,4,"WW",138742
"ken","W",666.4074074,18963,3,"WW",268896
"kenbaar","W",636.6666667,46,7,"ADJ",290297
"kende","W",560.5789474,3619,5,"WW",380232
"kenden","W",651.0571429,516,6,"WW",534540
"kenmerk","W",566.6052632,74,7,"N",350945
"kenmerkt","W",695.5,8,8,"WW",385866
"kennel","W",720.0666667,48,6,"N",277131
"kennels","W",677.4166667,7,7,"N",307705
"kennen","W",574.5526316,7745,6,"WW",438108
"kenner","W",577.3888889,104,6,"N",363083
"kenners","W",588.8918919,17,7,"N",392257
"kennis","W",547.2702703,2458,6,"N",261670
"kent","W",664.0606061,11092,4,"WW",245830
"keper","W",800,2,5,"N",222223
"kerel","W",540.0526316,6108,5,"N",275907
"kerels","W",547.2564103,2137,6,"N",306481
"keren","W",603.3783784,1620,5,"N",436884
"kerk","W",534.2820513,3476,4,"N",184215
"kerkdienst","W",668.0263158,34,10,"N",476272
"kerke","W",573.6,10,5,"N",271227
"kerken","W",600.4594595,159,6,"N",425535
"kerker","W",603.2105263,186,6,"N",350510
"kerkers","W",661.0571429,56,7,"N",379684
"kerkhof","W",560.6923077,546,7,"N",200063
"kerkje","W",622.974359,17,6,"N",256057
"kerkjes","W",618.8888889,4,7,"N",248352
"kermde","W",734.0322581,2,6,"WW",317093
"kermend","W",742.875,3,7,"WW",419755
"kermis","W",594.2972973,291,6,"N",238399
"kern","W",593,405,4,"N",249420
"kernbom","W",774.2608696,50,7,"N",202439
"kernen","W",666.25,7,6,"N",413372
"kerrie","W",594.72,41,6,"N",303463
"kers","W",595.9736842,71,4,"N",223045
"kersen","W",615.8378378,103,6,"N",429269
"kerst","W",571.4871795,1559,5,"N",280745
"kerstboom","W",593.8717949,167,9,"N",302258
"kerstdag","W",585.9210526,74,8,"N",275846
"kerstfeest","W",612.2307692,1045,10,"N",405186
"kerstman","W",594.9210526,1203,8,"N",371530
"kerstnacht","W",700.75,1,10,"N",355935
"kervel","W",673.6176471,6,6,"N",265429
"ketel","W",576.1538462,231,5,"N",196769
"ketels","W",610.2307692,21,6,"N",227343
"keten","W",659.15625,134,5,"N",357746
"ketens","W",673.5405405,40,6,"N",329062
"ketter","W",710.1333333,55,6,"N",290656
"ketters","W",733.3428571,37,7,"N",319830
"ketting","W",567.9487179,837,7,"N",186416
"keu","W",701.55,72,3,"N",56311
"keuken","W",533.1315789,2317,6,"N",308517
"keukens","W",581.4473684,17,7,"N",279833
"keur","W",599.4411765,105,4,"WW",91026
"keurde","W",624.6153846,45,6,"WW",228127
"keuren","W",631.9142857,98,6,"WW",334039
"keurig","W",573.2105263,235,6,"ADJ",130698
"keuring","W",655.025641,51,7,"N",181100
"keurslijf","W",747.4074074,6,9,"N",156246
"keus","W",629.7647059,2694,4,"N",93962
"keuze","W",558.2820513,2906,5,"N",136157
"keuzen","W",578.4666667,5,6,"N",290465
"kever","W",550.1111111,95,5,"N",234618
"kevers","W",622,78,6,"N",263792
"keyboard","W",651.7222222,19,8,"N",132778
"keyboards","W",667.3333333,3,9,"N",144251
"kick","W",654.2432432,308,4,"N",39370
"kicks","W",672.1071429,11,5,"N",69687
"kiel","W",658.0416667,53,4,"N",120292
"kielzog","W",807.8636364,18,7,"N",136598
"kiem","W",653.7222222,33,4,"N",74605
"kiemen","W",715.2647059,5,6,"WW",312929
"kier","W",668.9459459,43,4,"N",206244
"kieren","W",690.84,2,6,"N",449257
"kiertje","W",772.7692308,10,7,"N",280282
"kies","W",585.6,1546,4,"WW",119256
"kiespijn","W",607,85,8,"N",212715
"kiesrecht","W",707.0967742,50,9,"N",228720
"kiest","W",611.0285714,737,5,"WW",176956
"kievit","W",712.625,5,6,"N",126456
"kiezel","W",676.5,5,6,"N",136312
"kiezels","W",621.0357143,14,7,"N",166886
"kiezen","W",563.0512821,2607,6,"WW",297289
"kiezer","W",607.0285714,24,6,"N",222264
"kiezers","W",603.8823529,155,7,"N",251438
"kijf","W",767.5384615,1,4,"N",59476
"kijk","W",561.2051282,45906,4,"WW",67074
"kijken","W",521.6842105,21656,6,"WW",308394
"kijkend","W",571.5,99,7,"WW",309606
"kijker","W",573.6666667,108,6,"N",233369
"kijkers","W",574.5526316,201,7,"N",262543
"kijkje","W",593.9230769,372,6,"N",138916
"kijkt","W",549.6923077,4228,5,"WW",101995
"kik","W",625.76,131,3,"N",37804
"kikken","W",612,17,6,"WW",286503
"kikker","W",619.8974359,360,6,"N",211478
"kikkers","W",653.1891892,165,7,"N",240652
"kil","W",607.0540541,105,3,"ADJ",41762
"kille","W",619.2647059,84,5,"ADJ",139390
"kilo","W",550.1351351,1246,4,"N",48672
"kilo's","W",560.1578947,52,6,"N",82849
"kilt","W",742,28,4,"N",72585
"kilte","W",672.0277778,14,5,"N",176078
"kilts","W",902.8571429,3,5,"N",81886
"kin","W",580.3714286,341,3,"N",144051
"kind","W",514.5,14575,4,"N",145263
"kinders","W",731.9166667,17,7,"N",363844
"kindje","W",536.6666667,742,6,"N",195282
"kindjes","W",546.7179487,121,7,"N",187577
"kinds","W",685.9310345,56,5,"N",156736
"kindsheid","W",837.25,4,9,"N",198794
"kink","W",692.2666667,29,4,"N",82249
"kinken","W",499.7142857,15,6,"N",323569
"kinkhoest","W",766.12,8,9,"N",229951
"kinnen","W",705.75,7,6,"N",313263
"kiosk","W",703.5,72,5,"N",43406
"kip","W",511.5384615,1657,3,"N",32302
"kippen","W",608.6764706,516,6,"N",274191
"kist","W",544.1081081,1210,4,"N",135992
"kisten","W",614.8918919,297,6,"N",393793
"kistje","W",600.3428571,116,6,"N",185997
"kistjes","W",645.2432432,12,7,"N",178292
"kitsch","W",756.5483871,16,6,"N",116832
"kiwi","W",584.5526316,28,4,"N",32439
"kiwi's","W",616.2162162,6,6,"N",65923
"klaagde","W",597.4210526,149,7,"WW",236218
"klaagden","W",595.8421053,33,8,"WW",390526
"klaaglijk","W",656,1,9,"ADJ",165700
"klaagt","W",595.4594595,279,6,"WW",130135
"klaar","W",522.6153846,24326,5,"ADJ",134221
"klaarde","W",659.3888889,6,7,"WW",271322
"klaarheid","W",657.7575758,5,9,"N",185393
"klaarte","W",760.3636364,2,7,"N",261747
"klacht","W",534.1891892,483,6,"N",147712
"klachten","W",590.1081081,302,8,"N",405513
"klagen","W",562.8717949,864,6,"WW",337615
"klager","W",697.5277778,3,6,"N",262590
"klagers","W",642.7142857,7,7,"N",291764
"klak","W",633.125,10,4,"N",65715
"klakte","W",685.65,1,6,"WW",204129
"klam","W",661.7857143,27,4,"ADJ",62540
"klamme","W",650.2666667,24,6,"ADJ",150965
"klampen","W",643.6216216,28,7,"WW",304268
"klampte","W",649.5945946,14,7,"WW",205304
"klank","W",590.8461538,64,5,"N",98639
"klankbord","W",668.2972973,7,9,"N",177888
"klanken","W",585.5897436,46,7,"N",339959
"klant","W",553.8648649,1545,5,"N",137375
"klanten","W",582.3513514,1654,7,"N",395176
"klantjes","W",681.2962963,8,8,"N",179675
"klap","W",594.3076923,1280,4,"N",60380
"klapjes","W",669.5454545,8,7,"N",126939
"klappen","W",583.1891892,559,7,"WW",302269
"klapper","W",643.5806452,116,7,"N",227244
"klappers","W",641.5925926,9,8,"N",256418
"klaproos","W",682.7647059,1,8,"ADJ",154234
"klapt","W",625.1351351,52,5,"WW",94551
"klapte","W",579.7368421,45,6,"WW",198044
"klapten","W",620.2857143,14,7,"WW",352352
"klare","W",680.8064516,35,5,"ADJ",185994
"klaren","W",637.3225806,165,6,"WW",340302
"klas","W",561.4358974,2142,4,"N",91781
"klasjes","W",701.2121212,1,7,"N",131010
"klasse","W",562,869,6,"N",152330
"klassen","W",648.0588235,100,7,"N",306638
"klassiek","W",547.3846154,192,8,"ADJ",132966
"klauw","W",608.2162162,143,5,"N",57863
"klauwde","W",661.6153846,2,7,"WW",197408
"klauwen","W",588.3589744,272,7,"N",293596
"klauwtjes","W",644.8275862,6,9,"N",134392
"klaver","W",636.8484848,22,6,"N",229355
"klavers","W",705.0645161,1,7,"N",258529
"klavier","W",585.9473684,4,7,"N",237517
"kleden","W",594.3783784,413,6,"WW",366306
"kledij","W",556.4102564,83,6,"N",115454
"kleding","W",555.9736842,984,7,"N",172249
"kleed","W",558.3888889,1049,5,"WW",137648
"kleedde","W",602.9444444,79,7,"WW",251430
"kleedden","W",683.6,21,8,"WW",405738
"kleedje","W",536.5789474,39,7,"N",187667
"kleedjes","W",569.4615385,11,8,"N",179962
"kleedt","W",692.6470588,224,6,"WW",144255
"kleefde","W",588.1111111,5,7,"WW",241373
"kleefden","W",646.8055556,1,8,"WW",395681
"kleeft","W",656.9722222,53,6,"WW",136784
"kleerkast","W",624.8684211,57,9,"N",332578
"kleertjes","W",621.8648649,12,9,"N",306606
"kleffe","W",701.2777778,28,6,"ADJ",139374
"klei","W",575.5,118,4,"N",74336
"kleien","W",705.5172414,5,6,"WW",330326
"klein","W",542.4054054,8556,5,"ADJ",193108
"kleine","W",594.3684211,11749,6,"ADJ",202752
"kleinen","W",638.3636364,6,7,"ADJ",357060
"kleiner","W",619.6388889,628,7,"ADJ",282035
"kleingeld","W",645.1842105,274,9,"N",296045
"kleinheid","W",697.0625,1,9,"N",191219
"kleinkind","W",673.1944444,94,9,"N",248993
"kleinood","W",699.7058824,9,8,"N",182603
"kleinste","W",577.1842105,255,8,"ADJ",325617
"kleintje","W",619.2972973,701,8,"N",220047
"kleintjes","W",577.4722222,316,9,"N",212342
"kleinzoon","W",607.7692308,435,9,"N",254764
"kleinzoons","W",685.3666667,13,10,"N",226080
"klem","W",580.0810811,458,4,"N",72860
"klemde","W",632.4594595,15,6,"WW",209734
"klemmen","W",619.2222222,37,7,"N",315593
"klemt","W",588.0571429,57,5,"WW",104077
"klemtoon","W",597.0512821,15,8,"N",217578
"klep","W",599.3714286,225,4,"N",71248
