"sentiment","tweet"
"negative","*yawns* I don't want to go to work, boss is coming over soon I'm not ready to face him   he's coming Thursday..so not ready "
"negative","Shit, Shower, Shave.  Then work "
"negative","@valverde gutted I can't play #flightcontrol no more...  damn jail break!!"
"negative","So many things todo "
"negative","http://twitpic.com/6vrq5 - My dad's dog is still in the cone of shame "
"negative","rainy and windy  off to had dinner with jav (at least i think so...)"
"negative","@Cinderell4 bad luck  oh well next time you will be more lucky..."
"negative","Finally reached the end of &quot;Y: The Last Man&quot;. It made me sad "
"negative","really wishes i can not go 2 work 2day, dont enjoy it 1 bit "
"negative","Just remembered that I still hate life. FUCK. "
"negative","staying in bed until i HAVE to go out because i look all puffy from my allergies "
"negative","I'm never going to get all this packing shit done! "
"negative","went to the dealership   drove a 4 door jeep   loved it     can't afford it "
"negative","Very Bored Now "
"negative","Or I'll just have to give it up "
"negative","I hate waking up at 6 "
"negative","@grindhousebarbi awww that sucks! The only sky i see is here lmao....and, it's all dark "
"negative","going to see angels and demons TO KILL TIME BECAUSE THERE IS NOTHING TO DO IN THIS TOWN "
"negative","hates penalty shootouts "
"negative","Someone stole my new laptop at the airport. haven't even used it. Guess the US economy is breeding a new set of &quot;opportinists&quot; "
"negative","@bmdakin warwick uni. got my hardest exam on wed.  im gonna fail"
"negative","2 ng�y ngh? l?i s?p h?t  H�m qua th� c? ng�y m?a, h�m nay ch?c h?t n??c r?i n�n n?ng chang chang. Th?i v?i ch? ti?t, ch?ng m�n l�m j c? �."
"negative","Dropping my mum at the station   I'll miss u mum"
"negative","@nick_carter Come to the chat  just 15 minutes  please? http://fanclub.backstreetboys.com/chat.php"
"negative","Ugh gay allergies..  sneezing like crazy..."
"negative","I�m JBobsessed  xD I miss them soooooo much!  They should have a live web cast on bookface ?  EVERY thursday xD"
"negative","@thenewbnb Where  cant see it  on Pg5 it has some women holding huge ciggarete... is that u ??? :-O"
"negative","has hade enough of life "
"negative","@anfjace "
"negative","@nikimontazaran oops!! It's ok I can't really nap since people are checking in "
"negative","Stressed!! "
"negative","Farewell, Bowen.  Go Spurs Go"
"negative","i think i av a cold "
"negative","@JKay26 SO RUDE JONATHAN!! you never cooked that breakfast for me "
"negative","@Britneezy im NOT bout 2 go outside by myself. its dark as shit. im scared of the dark  but i SWORE i brought it nside. my bro saw it 2!!"
"negative","i dont like it when i spell words wrong "
"negative","@MadgeC Where exactly in England are you? It's pissing it down here "
"negative","@djonpoint Yes! I have the only fever..my eyes all hot n shit "
"negative","@ tootie: Next time. I'm Sorry. "
"negative","I am @ work now...form now on I am working 3 weeks in a row...SHIT..not much Twitter at that time possible "
"negative","@HomemadeMother I dropped my iPhone &amp; the top button is stuck inside. So I can't lock my phone nor does it turn off  It still works though"
"negative","@MuthaFknEddie omg no "
"negative","Leaving Maine on 95 @ Kennebunk. Don't want to leave "
"negative","to jessica: - jessicaclaire: You’re only a couple of provinces away…  Why not Vancouver?!  i knoow... http://tumblr.com/xhd1z0zuv"
"negative","French exam = Bit of a joke really, 2.5 hour exam, finished in 1.5, well bored for last hour  at least it's all over now "
"negative","YouTube doesn't wanna work "
"negative","back home.. 5 more weeks of summer school "
"negative","happy fathers day daddy- missin you so muchh rest in peace "
"negative","@shaggieshapiro Anyway, I was just trying to make you happy. "
"negative","@arte_de_gusTAVO *Good Luck Mister* Not going this year  Say HI to Raveka for me!!!"
"negative","Just got sad thinking abt those TV signals that have bn going out since the 50's- they R gone. We haven't just moved on, we turned it off "
"negative","is single but committed... "
"negative","Anxious to figure out what happens next for Azia  hopefully I'll find out tomorrow"
"negative","Doped up on co-codamol and floating, woke up with excrutiating back and leg pains. "
"negative","So lonely "
"negative","Finally my day is starting to come together, still won't get out of here much before 6pm which means I won't be home until gone 8pm "
"negative","Im home where i am about 2 drink alone. "
"negative","@lalavazquez that sucks. I heard it was cute "
"negative"," shoulders are burnt haha."
"negative","10� week:bought chocolate, raisins, spring onions, 7 pears, 12 slices of mortadella, bread, processed cheese - i've spend all money now "
"negative","@squirrelnut1416 shut it! i'm bored...20 more minutes til my coworrker gets here and we can start morning walks "
"negative","I suck at air hockey more than I thought apparently! "
"negative","APUSH Extra Credit "
"negative","It's Raining here in Macedonia. "
"negative","@dj_lc  I bet! You'll get yours though on your day off!]"
"negative","ZONED OUT... Insomnia has set in pretty bad, I think I have had like 4 hours of sleep in 3 days. TylenolPM and Advil PM aren't working  "
"negative","@nicolepomaricoI miss you tooooo!!  Its been too long. You should move to California, too ;) Then you Christine &amp; I can partay ;) ahaha"
"negative","is feeling blahish. Rain, rain, rain, please go away. "
"negative","Well, daughter almost made it through her first sleep over, till she woke up to use bthrm and decided she wanted to come home "
"negative","You know that 'rule' that says always point the knife away from you? Just  learned my lesson on that one! Straight through my finger! "
"negative","@IAmBecomeSpanky You're lucky. I don't think there has ever been a Julie on SPN  At least not that I remember..."
"negative","@Patrickray510 getting my hurr done at clan isn't the same without you "
"negative","@Jordan_TD ! I hope you're ok soon "
"negative","Oh my god I didnt know death could happen so unexpectedly I was just talking to him  Poor kid. RIP Austin White, I hope you have"
"negative","my head feels like spinning "
"negative","@shannongervais aww.. I know.. it sucks!  I really ejoyed working with you and you did so wonderfull. I should be the boss and give u hrs"
"negative","im terrified of storms  this is not cool. there is a tornado like 10 miles from my house"
"negative","is not looking forward to having her wisdom tooth out tomorrow "
"negative","ughh come back  so bored. oo its only been ten minutes okay never mind sorry im just SUPER BORED..."
"negative","ian crawford quit the cab  so sad."
"negative","Too bad I don't have a lady to take to Disneyland with me.... I have free tickets.  "
"negative","i very hungry eh! "
"negative","My hair = fail i will find a way. "
"negative","@danbenjamin Wow. Just yesterday, I made cookies for the first time in years and snuck a small bite. "
"negative","Time to watch The Terminator in preparation for the new movie. Stupid NAS still doesn't work, so no Scrubs tonight "
"negative","@1041pm that song means so much to me. Every time I tell someone though they just focus of the prostitute thing "
"negative","I really do not want to do math homework.... "
"negative","oh no. i have cough. "
"negative","@PsychicVeg over paid? WTF are you on? i'll be lucky to break even this month "
"negative","@howlertwit not too bad, got caught in the rain though  ye im just bout to watch tonight, then terminator"
"negative","@dianavanhorn ughhh I'm still not fully unpacked hahaha "
"negative","I hate headaches "
"negative","@ebrown2112 I wish I could go to. Maybe we should form a club, for those like us, who wish they'd be there but cannot "
"negative","Do u ever wake up on monday morning and think  I should have been working 18 hours days rather then enjoy the W ? I feel like that today! "
"negative","Boss has dumped a new job task on my desk which, of course, needs to be completed yesterday!  But, computer network is down. lol Work sux"
"negative","good morning everyone - bit cooler this morning   i hear there's a tunisian market on the go - may go and have a nosey for old-times sake"
"negative","@zenawarriordog I wasn't able to get into your blog?   Maybe another time? How are you doing today? "
"negative","Omg I just met the most adorable girl! Too bad she's married. "
"negative","@XXXTJCummings I'm the night owl lol. I was gonna go but I'm too drained tonight "
"negative","Reason #3 phoenix sucks. No roseland parade "
"negative","My wireless network is not working, I have  no idea how 2 fix it &amp; its very frustrating! I have no idea what went wrong "
"negative","Trying to decide on what camcorder or SLRvideo to buy... I wish I had more money. "
"negative","lucrative hobbies=no weekends "
"negative","@TheReal_RedBone stop that babe u makin me feel very bad now! :/ "
"negative","@Starr2r3al tell her i said happy bday...i won't be in the spot tho... "
