group,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,total1,total2,total3
Random Random,6,1,7,7,2,7,1,7,7,1,7,7,7,1,4,6,1,1,1,7,102,104,105
Random Random,6,2,6,7,1,7,1,6,7,1,7,6,7,3,5,6,1,1,1,6,100,101,104
Random Random,6,2,6,6,1,6,1,5,7,2,4,5,5,2,5,4,2,3,2,6,107,109,113
Random Random,6,2,7,7,2,6,1,6,6,1,7,6,6,1,5,5,1,3,1,6,107,107,113
Random Random,6,2,7,7,3,6,5,5,7,2,7,7,6,1,5,7,,2,1,7,101,106,107
Random Random,6,3,7,6,1,6,2,5,6,4,6,6,6,1,5,6,1,2,3,6,102,105,105
Random Random,6,2,6,6,3,7,1,5,6,3,4,5,6,3,5,7,3,2,2,5,105,107,109
Random Random,6,3,6,7,4,6,2,5,6,2,6,4,6,3,5,6,2,5,3,6,105,108,110
Random Random,6,2,6,7,2,7,2,5,5,2,6,4,7,3,6,7,3,5,3,3,101,104,102
Random Random,6,2,6,7,3,7,1,5,6,2,5,6,6,1,6,7,4,2,2,5,105,109,107
Random Random,6,3,7,7,4,7,1,5,7,1,7,6,7,1,6,7,1,1,2,7,107,112,112
Random Random,6,2,7,7,3,7,1,5,6,1,7,6,6,2,6,7,2,1,3,5,109,109,112
Random Random,6,3,6,6,1,1,1,5,6,2,2,7,7,1,6,1,1,2,2,6,109,110,112
Random Random,6,2,6,6,2,7,2,5,6,2,6,2,5,3,6,6,3,4,3,5,101,104,104
Random Random,6,1,7,7,2,6,2,6,6,2,6,6,6,2,6,7,5,1,2,6,110,113,116
Random Random,6,2,6,7,3,6,2,5,6,2,5,6,7,3,6,1,2,4,2,5,112,112,115
Random Random,6,1,6,7,1,6,1,5,6,2,7,6,6,2,6,7,1,1,2,6,101,106,107
Random Random,6,2,7,7,2,6,4,5,6,1,7,6,6,2,6,7,2,1,2,7,105,107,110
Random Random,6,2,6,6,2,7,2,6,6,2,6,6,7,2,6,6,2,1,1,5,102,106,109
Random Random,6,3,4,6,3,6,1,5,6,2,6,3,7,1,7,7,3,3,1,4,102,106,108
Random Random,6,2,5,6,2,7,1,5,6,1,6,5,5,2,7,7,1,2,3,5,95,101,103
Random Random,6,4,5,7,4,7,2,6,6,2,7,3,7,2,7,7,2,1,3,5,100,105,105
Random Random,6,1,6,7,3,7,1,5,7,6,6,6,7,3,7,3,1,1,1,5,101,107,106
Random Random,6,4,4,5,4,5,1,5,5,4,5,4,4,2,7,2,3,1,3,6,104,108,112
Random Random,6,2,7,7,2,7,1,5,7,2,7,6,7,1,7,7,1,2,2,6,104,110,113
Random Random,6,3,7,6,2,7,2,6,6,2,6,6,7,1,7,7,2,1,2,6,104,105,107
Random Random,6,2,7,7,3,7,2,6,7,2,7,7,7,2,7,7,2,2,1,7,98,105,108
Random Random,6,3,6,7,3,6,2,5,5,4,6,7,7,2,7,7,2,2,3,5,103,105,108
Random Random,6,1,6,7,2,6,1,5,7,2,6,3,6,1,7,5,3,1,4,6,98,106,109
Random Random,6,2,6,7,1,5,1,6,6,1,6,6,6,3,7,5,2,2,2,5,104,108,109
Random Random,6,4,6,7,4,6,1,5,6,3,6,1,7,3,7,3,,3,,6,106,111,114
Random Random,6,2,6,7,3,6,1,4,6,3,5,4,6,1,7,3,2,1,1,6,104,103,107
Random Random,6,1,7,7,1,7,1,6,6,2,7,7,7,2,7,7,2,1,2,7,103,104,107
Random Random,6,2,6,5,1,2,1,4,5,2,1,1,6,1,7,2,4,1,1,6,108,109,110
Random Not,6,3,7,7,2,6,1,7,6,2,7,6,7,1,7,7,1,1,3,7,102,105,105
Random Not,7,3,7,7,1,7,1,7,7,1,7,7,7,4,,7,1,3,1,7,101,101,103
Random Not,7,1,7,7,1,7,1,5,7,1,7,7,6,1,,7,1,1,1,7,104,112,109
Random Not,7,7,7,7,1,,,,,,,,,,,,,,,,101,106,105
Random Not,7,4,7,7,2,4,1,5,6,2,7,5,5,2,,7,2,4,3,7,101,100,103
Random Not,7,2,6,7,2,6,1,6,7,3,7,5,7,2,1,5,1,1,3,6,110,116,114
Random Not,7,2,6,7,2,6,1,5,7,1,7,7,7,2,1,5,1,2,2,6,104,109,106
Random Not,7,1,7,7,6,6,1,7,7,1,7,6,7,1,1,7,1,2,2,7,101,107,105
Random Not,7,1,7,7,3,7,1,7,7,1,7,7,7,1,1,7,1,1,1,7,100,105,108
Random Not,7,1,7,7,2,7,1,5,7,1,7,3,7,2,1,7,1,1,1,6,106,110,111
Random Not,7,2,7,7,1,6,1,6,7,1,7,6,7,2,1,7,1,1,1,7,104,105,108
Random Not,7,4,7,7,4,7,1,7,7,1,7,7,7,7,1,7,1,1,1,6,108,109,112
Random Not,7,4,7,7,3,6,5,6,6,1,6,1,5,1,1,3,1,1,4,6,103,105,107
Random Not,7,1,7,7,3,6,1,7,7,1,7,7,7,1,1,7,1,1,1,6,109,110,114
Random Not,7,1,7,7,1,7,1,7,7,1,7,7,7,1,1,7,1,1,1,7,102,108,106
Random Not,7,1,7,7,4,6,1,4,6,1,7,7,6,1,1,7,1,1,2,6,106,107,109
Random Not,7,1,7,7,1,7,1,7,7,1,7,7,7,6,1,7,1,1,1,7,98,106,105
Random Not,7,6,7,7,2,4,1,7,7,1,7,7,7,2,1,7,1,2,1,7,106,110,109
Random Not,7,1,6,7,1,7,1,5,7,1,7,7,6,1,1,6,1,1,1,7,109,113,114
Random Not,7,2,7,7,1,4,1,5,7,2,6,1,6,2,1,7,1,1,2,6,107,114,110
Random Not,7,1,7,7,1,7,1,7,7,1,7,7,7,1,1,7,1,1,1,7,108,109,111
Random Not,7,3,5,6,2,6,1,6,7,1,7,6,6,1,2,7,1,1,2,5,113,109,114
Random Not,7,1,7,7,4,4,4,4,4,1,7,3,5,2,2,7,7,4,4,7,103,109,109
Random Not,7,2,7,7,2,7,1,6,7,1,7,7,7,1,2,7,1,1,1,7,107,109,112
Random Not,7,1,4,5,1,7,1,3,6,2,,4,6,5,2,6,4,1,1,4,104,108,108
Random Not,7,2,6,7,2,7,1,7,7,1,7,7,7,1,2,7,1,1,1,7,103,106,109
Random Not,7,2,7,5,2,4,2,6,5,2,5,5,6,2,2,6,2,2,2,7,108,112,113
Random Not,7,2,7,7,3,4,2,5,7,1,7,6,7,1,2,7,1,2,1,7,102,106,108
Random Not,7,2,6,6,2,4,3,5,7,2,6,5,7,1,2,6,1,1,2,6,104,103,103
Random Not,7,3,7,7,5,7,1,6,7,1,7,6,7,1,2,7,1,1,2,7,107,112,116
Random Not,7,2,7,6,5,6,1,5,5,1,7,3,7,1,2,1,2,5,1,6,96,102,105
Random Not,7,1,7,7,2,7,1,5,7,1,7,5,7,1,3,7,1,1,2,7,107,108,110
Random Not,7,2,7,7,,7,1,5,7,3,7,7,7,3,3,7,1,2,1,7,103,108,108
Random Not,7,1,7,7,1,7,1,5,6,2,5,1,5,1,3,3,3,4,2,5,111,113,116
Random Not,7,1,7,7,3,7,3,7,6,2,7,7,7,3,3,7,4,1,1,5,108,110,112
Random Not,7,2,7,7,1,7,1,7,7,1,7,7,7,1,4,7,1,1,1,7,109,111,112
Random Not,7,2,6,6,1,7,1,6,6,2,6,5,7,4,4,7,1,1,1,6,103,104,106
Random Not,7,1,7,7,1,7,1,6,7,1,4,6,7,1,4,7,1,4,2,7,97,100,103
Random Not,7,2,7,7,7,6,1,6,7,2,2,3,6,1,4,4,2,4,5,3,105,113,114
Random Not,7,6,7,7,3,6,1,6,7,1,7,5,6,2,4,7,2,2,2,7,104,106,107
Random Not,7,6,7,7,2,4,1,6,7,1,5,6,7,1,4,7,1,1,1,7,103,105,105
Random Not,7,2,7,7,1,7,1,6,7,1,7,7,5,1,4,7,1,1,3,7,103,106,107
Random Not,7,2,7,7,2,6,1,7,7,2,7,6,7,2,4,5,2,2,2,7,98,100,105
Random Not,7,1,7,7,2,7,1,7,5,1,7,7,7,1,4,7,7,2,1,7,104,107,109
Random Not,7,1,7,7,1,7,1,7,7,4,6,5,4,2,4,2,6,2,4,6,103,107,108
Random Not,7,1,6,6,3,6,1,5,6,1,7,3,6,2,4,6,4,2,2,5,104,107,107
Random Not,7,5,7,7,2,5,1,5,6,2,6,6,6,2,4,6,2,2,2,6,103,106,107
Random Not,7,1,7,7,3,7,1,7,7,1,7,7,7,1,4,7,1,1,4,7,100,104,105
Random Not,7,1,4,5,3,7,5,4,5,4,5,3,6,7,4,4,4,4,4,4,102,107,106
Random Not,7,1,7,7,1,4,1,6,7,1,7,7,6,4,4,7,1,4,1,7,106,112,111
Random Not,7,2,7,7,2,,,6,6,1,7,6,6,4,4,7,1,2,1,7,107,111,112
Random Not,7,1,7,7,1,7,1,7,7,1,7,4,7,1,5,7,1,1,1,7,107,107,108
Random Not,7,1,6,6,1,7,1,5,7,4,6,5,7,1,5,4,1,1,1,5,112,113,116
Random Not,7,2,4,5,1,3,2,5,5,7,2,3,5,5,5,2,3,2,4,2,105,109,107
Random Not,7,6,6,6,5,5,2,5,5,5,,5,4,4,5,5,3,5,4,4,105,110,111
Random Not,7,1,7,7,1,7,3,6,7,1,7,6,6,1,6,6,1,1,2,6,102,109,109
Random Not,7,1,7,7,4,7,1,4,7,1,7,4,4,1,7,4,4,4,4,7,104,110,109
Random Not,7,1,7,7,1,7,1,6,7,2,7,6,7,1,7,7,1,1,1,7,97,102,105
Random Not,7,1,7,7,1,7,1,7,7,1,7,7,7,1,7,3,1,4,3,7,104,110,109
Random Random,7,1,7,7,1,7,1,7,7,1,7,4,7,2,7,7,1,1,1,7,103,109,111
Random Random,7,1,7,7,5,7,1,6,7,7,7,7,4,1,,7,3,1,1,7,96,101,101
Random Random,7,1,7,7,3,7,1,7,7,1,1,7,7,1,,7,1,1,2,7,110,109,115
Random Random,7,2,7,7,1,6,2,6,7,1,6,4,7,2,,7,1,7,1,7,99,101,102
Random Random,7,1,7,7,2,7,1,6,7,1,6,7,3,2,,6,1,1,2,6,106,103,107
Random Random,7,1,7,7,1,7,1,7,7,1,7,6,4,1,,7,1,1,1,6,99,106,105
Random Random,7,3,7,7,1,4,1,5,7,4,3,7,4,1,,4,1,7,1,7,102,103,103
Random Random,7,2,7,6,3,5,2,5,7,1,7,5,6,3,,6,2,2,3,6,109,109,113
Random Random,7,2,6,7,2,5,1,6,6,2,7,7,7,2,,,1,4,1,6,102,103,104
Random Random,7,1,7,6,1,6,1,5,6,2,7,5,5,1,,6,2,2,2,6,104,108,108
Random Random,7,2,6,7,3,6,1,5,7,3,7,3,7,5,,7,1,2,3,6,106,109,109
Random Random,7,2,5,4,2,4,1,7,7,4,1,4,7,3,,2,2,3,4,7,103,103,108
Random Random,7,6,7,7,1,6,7,6,7,2,7,6,7,1,,7,1,1,1,6,96,98,101
Random Random,7,1,7,7,2,7,1,6,6,1,7,7,7,1,,7,2,1,2,7,105,108,108
Random Random,7,5,5,5,3,5,1,3,5,2,5,3,6,1,,6,3,1,5,3,100,105,110
Random Random,7,1,7,7,1,7,1,7,7,1,7,7,7,1,,7,1,1,1,7,102,109,109
Random Random,7,1,7,7,1,7,1,7,7,1,7,7,7,1,,7,1,1,1,7,106,107,111
Random Random,7,1,7,7,1,6,1,6,7,1,7,7,7,2,,7,2,1,1,7,108,109,112
Random Random,7,1,6,6,4,6,1,5,6,4,6,5,7,3,,7,1,4,2,6,106,106,108
Random Random,7,4,7,7,4,5,1,6,6,1,7,6,6,4,,7,1,4,4,6,110,110,112
Random Random,7,1,7,7,2,7,1,7,6,1,7,7,7,2,,7,1,1,2,7,106,109,110
Random Random,7,2,7,7,5,6,1,5,6,2,7,7,5,2,,7,3,2,5,7,103,106,109
Random Random,7,1,7,7,1,7,1,7,7,1,7,7,7,1,,7,1,1,1,7,100,108,106
Random Random,7,2,6,5,3,6,1,6,5,2,5,5,3,1,,5,4,3,3,6,103,105,111
Random Random,7,1,7,7,1,7,1,6,7,1,6,6,6,1,,6,1,1,1,6,108,108,114
Random Random,7,3,5,5,1,4,5,5,5,3,2,4,5,3,,2,3,3,3,5,107,111,111
Random Random,7,2,7,7,3,5,2,6,7,2,7,7,7,1,,7,1,2,2,7,102,105,104
Random Random,7,1,7,7,2,7,1,6,7,1,7,6,7,2,,7,1,2,2,7,102,104,103
Random Random,7,2,7,7,1,7,7,7,7,1,7,1,7,1,,1,3,1,7,4,99,103,105
Random Random,7,1,7,7,4,7,1,7,7,1,7,7,7,7,,7,1,1,1,7,106,108,108
Random Random,7,1,5,4,2,4,1,5,5,3,7,1,7,5,,4,1,1,4,6,108,112,113
Random Random,7,2,7,7,3,6,1,5,6,2,6,7,6,1,,6,2,2,1,6,110,115,111
Random Random,7,1,7,7,1,7,1,7,7,1,7,7,7,1,,7,1,1,1,7,96,100,103
Random Random,7,1,7,7,1,7,1,7,7,1,7,6,7,1,,7,1,2,2,7,98,102,103
Random Random,7,1,7,6,2,7,1,5,5,2,6,5,7,3,,7,2,1,1,7,106,107,110
Random Random,7,1,7,7,4,7,1,4,7,1,7,7,7,3,,7,4,1,1,7,102,106,110
Random Random,7,7,7,7,1,7,1,7,7,1,7,7,7,7,,7,1,7,1,7,103,107,108
Random Random,7,1,7,7,2,7,1,7,7,1,5,7,6,2,,4,1,3,2,6,100,106,105
Random Random,7,4,7,7,1,6,1,6,6,1,6,6,7,4,1,3,1,1,2,7,97,101,103
Random Random,7,1,7,7,1,7,1,6,7,1,7,7,7,1,1,7,1,1,1,7,99,105,104
Random Random,7,1,7,7,1,7,1,5,7,1,7,7,7,1,1,7,1,1,1,7,99,105,105
Random Random,7,1,7,7,1,7,1,7,7,1,7,7,7,1,1,7,1,1,1,7,98,102,100
Random Random,7,1,7,7,3,7,1,6,7,1,7,7,7,1,1,7,1,1,3,7,109,111,113
Random Random,7,2,7,6,4,4,2,5,5,2,6,4,7,3,1,6,3,2,3,5,106,111,110
Random Random,7,1,7,7,1,7,1,7,7,1,7,7,4,1,1,5,1,1,1,7,101,103,106
Random Random,7,1,7,7,1,7,1,6,7,2,7,7,7,3,1,7,1,1,1,7,98,106,104
Random Random,7,2,7,7,3,6,1,5,6,1,6,7,6,1,1,5,2,1,3,5,103,106,109
Random Random,7,1,6,7,1,6,1,5,7,2,7,7,6,2,1,7,1,2,2,7,102,107,105
Random Random,7,1,6,6,1,7,1,6,7,1,7,5,7,1,1,7,7,2,2,6,102,106,107
Random Random,7,1,7,7,4,7,,6,7,1,7,7,7,1,2,7,1,1,1,7,101,106,107
Random Random,7,1,6,7,3,7,1,5,7,2,7,7,7,2,2,7,2,1,1,6,103,105,108
Random Random,7,2,6,6,3,3,3,5,4,3,5,1,3,1,3,1,1,1,5,5,108,109,114
Random Random,7,3,7,6,3,6,1,6,6,2,7,5,6,2,4,7,2,2,5,6,103,107,113
Random Random,7,2,7,7,2,5,2,5,5,1,6,6,7,2,4,6,2,7,2,7,102,104,110
Random Random,7,3,7,7,3,6,3,5,6,2,7,5,7,1,4,1,1,1,2,7,107,106,110
Random Random,7,1,7,7,1,7,1,6,7,1,6,7,7,1,4,7,1,1,1,7,102,106,110
Random Random,7,1,7,2,1,7,1,6,7,1,7,6,7,1,4,7,3,1,1,7,104,110,110
Random Random,7,1,7,7,2,7,1,7,7,1,7,7,7,1,4,7,1,1,1,7,101,106,105
Random Random,7,5,7,5,5,4,4,5,5,5,5,6,5,7,5,6,5,7,6,7,113,115,115
Random Random,7,1,7,7,1,6,1,5,7,1,7,5,7,4,5,7,2,1,2,7,105,110,108
Random Random,7,1,7,7,1,7,1,6,7,1,7,7,7,1,5,7,1,2,1,7,99,101,104
Random Random,7,2,6,6,1,7,1,7,6,3,7,5,6,4,6,7,2,2,2,6,105,107,106
Random Random,7,2,6,7,1,6,2,5,7,2,7,5,6,2,6,7,1,3,4,2,105,107,108
Random Random,7,1,7,7,3,6,1,5,6,1,5,5,7,1,7,7,3,1,2,5,104,108,106
Random Random,7,1,7,7,1,7,1,7,7,1,1,7,7,1,7,7,1,1,3,7,105,107,110
Random Random,7,7,7,7,1,7,1,7,7,1,7,7,7,1,7,7,1,1,1,7,99,103,103
Random Random,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,108,111,114
Random Random,7,1,7,7,1,7,1,6,7,4,7,7,7,1,7,7,1,1,1,7,97,102,106
Random Random,7,2,7,7,2,7,1,6,7,2,7,5,7,1,7,7,1,1,3,7,100,107,108
Random Random,7,1,7,7,7,7,1,4,7,4,1,1,7,1,7,7,1,1,1,1,106,105,113
Random Random,7,5,7,5,4,3,4,4,2,3,2,1,7,4,7,1,4,3,4,3,99,104,103
Random Random,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,101,105,108
Random Random,7,4,6,5,5,7,1,4,4,3,1,6,7,1,7,3,2,1,7,7,108,108,110
Random Random,7,1,7,7,1,7,1,5,7,1,7,7,7,1,7,7,1,1,1,7,101,105,107
Random Random,7,1,7,7,1,7,1,7,7,1,7,1,1,1,7,7,1,1,1,7,104,104,108
