Question_01	Question_02	Question_03	Question_04	Question_05	Question_06	Question_07	Question_08	Question_09	Question_10	Question_11	Question_12	Question_13	Question_14	Question_15	Question_16	Question_17	Question_18	Question_19	Question_20	Question_21	Question_22	Question_23
3	2	3	3	2	3	3	2	4	2	2	3	2	2	3	3	3	2	2	2	3	3	3
3	1	4	5	2	1	5	5	5	2	5	5	1	3	5	5	5	3	1	5	5	5	5
2	1	3	2	2	5	4	2	2	2	2	3	2	2	5	2	4	4	2	2	2	2	4
2	1	4	3	2	4	3	3	2	2	3	3	2	3	3	3	2	3	3	3	2	3	3
5	1	5	5	5	5	5	3	4	5	5	5	5	5	5	5	3	2	1	3	5	1	3
2	1	2	2	2	1	2	2	2	1	1	3	2	4	2	3	2	1	3	2	3	3	3
2	1	4	3	2	2	2	2	2	3	2	3	2	3	3	3	2	2	2	3	3	3	3
2	1	4	4	2	2	4	2	5	2	3	5	4	4	3	2	3	3	2	3	4	2	3
2	1	1	2	3	1	1	1	3	1	2	3	1	1	1	2	2	2	4	2	2	3	5
3	2	4	3	3	3	3	2	3	2	3	3	2	3	3	3	3	3	2	2	2	2	3
3	1	4	4	3	1	4	3	2	2	2	2	3	4	3	3	2	3	3	4	4	2	4
3	1	4	3	3	3	4	4	5	3	3	3	3	4	3	3	3	3	5	3	3	3	3
2	2	3	2	2	1	1	1	1	2	2	3	2	1	1	2	2	1	1	3	3	4	2
3	4	3	4	3	4	4	5	2	2	4	4	4	3	3	4	4	5	2	2	4	5	2
4	1	4	2	2	3	3	3	5	2	4	3	3	4	4	5	3	3	1	5	4	3	4
3	1	5	2	2	1	3	2	4	3	2	3	2	3	4	4	4	2	1	4	4	3	2
2	1	2	2	2	5	5	2	2	2	4	2	4	4	2	2	2	5	1	5	5	1	1
2	2	3	3	2	2	3	3	3	2	3	3	2	3	3	3	3	2	3	3	3	2	1
2	1	4	2	3	1	2	2	4	2	1	1	2	2	1	2	2	1	5	3	3	2	3
3	2	3	3	3	2	3	3	2	2	2	3	2	4	3	3	3	2	2	4	3	3	3
2	1	3	1	2	1	3	1	1	1	1	3	1	1	1	2	1	1	2	5	2	1	3
3	3	3	2	3	1	2	2	5	1	1	2	1	4	2	2	2	2	3	3	3	5	5
2	4	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	4	3	2	4	3
2	1	4	4	3	2	2	3	3	2	2	4	2	2	2	3	3	3	3	3	3	3	2
2	1	4	3	2	1	2	2	3	2	2	3	2	3	3	3	2	2	3	4	3	4	5
3	1	4	3	4	3	4	3	1	4	3	4	4	3	4	4	2	3	1	5	3	2	4
2	2	3	2	2	4	3	2	2	3	2	2	2	3	3	2	2	2	3	2	2	2	3
2	1	3	3	2	2	3	2	1	2	2	4	3	4	2	2	2	3	1	4	4	3	3
2	1	5	2	3	2	4	3	2	2	2	4	1	4	2	2	3	3	2	5	4	1	1
2	2	2	2	2	2	2	2	4	2	2	2	2	2	3	2	2	2	4	3	2	4	5
2	2	2	3	2	2	2	2	4	2	2	3	1	2	3	3	2	2	2	2	3	3	3
2	1	3	2	1	2	2	2	4	2	2	3	2	2	2	2	2	1	4	3	2	4	4
2	1	3	2	2	3	3	2	5	3	2	3	1	3	3	3	2	2	3	4	2	3	4
2	1	2	2	5	5	2	2	4	3	2	4	2	5	5	2	2	5	2	3	4	4	5
3	1	5	3	4	1	4	2	2	3	4	3	2	3	2	3	3	4	1	4	5	2	2
2	2	2	2	3	2	2	2	5	2	2	3	2	2	2	3	2	1	3	4	3	4	4
3	1	4	3	2	3	3	1	3	2	2	3	3	4	3	2	1	3	2	3	3	3	5
2	1	5	3	4	1	2	2	4	2	2	3	2	3	3	4	3	1	4	4	4	4	4
2	1	3	2	2	5	4	1	3	2	2	3	4	4	3	2	3	4	3	3	3	2	3
1	2	4	3	4	2	2	2	3	1	2	3	2	2	3	3	2	2	1	5	2	3	1
2	2	3	3	2	2	3	2	1	1	1	3	2	2	1	2	2	2	4	4	3	2	3
2	2	2	3	4	2	2	2	4	2	2	2	2	2	1	2	2	1	4	2	2	5	5
3	2	3	4	2	2	4	2	4	4	3	4	3	3	4	3	3	3	2	4	2	4	4
2	3	3	2	2	1	2	2	4	2	1	3	2	1	1	3	3	2	3	3	2	4	5
3	2	5	3	3	2	5	3	3	2	3	2	2	2	5	3	4	1	1	3	4	3	1
2	1	3	3	2	2	4	2	3	2	2	3	2	4	3	2	2	2	3	4	4	1	4
2	1	3	3	2	2	3	2	1	2	2	4	2	3	3	2	3	2	1	4	3	2	1
2	3	2	3	3	2	2	2	4	2	2	2	1	3	3	3	2	2	2	4	2	3	4
3	1	4	2	3	4	5	2	4	3	1	4	4	5	5	4	2	2	2	3	4	1	3
2	2	2	3	3	2	2	2	4	2	1	3	2	2	2	3	2	2	2	3	3	4	4
2	2	4	4	4	4	4	3	1	4	3	4	4	3	4	5	4	5	2	5	4	3	4
4	4	3	2	4	2	4	2	5	2	2	4	3	5	3	4	3	2	2	5	2	5	5
1	1	2	1	2	1	2	1	4	2	1	2	1	1	1	1	1	1	4	2	1	4	4
2	1	3	2	3	2	3	2	4	3	2	3	2	3	2	3	2	2	2	4	4	3	4
4	1	5	4	5	3	4	2	1	3	3	5	3	4	5	5	2	4	1	4	4	3	4
1	1	5	4	2	1	3	2	1	2	2	4	3	2	2	5	3	4	4	5	5	1	1
2	3	4	3	4	2	3	3	4	2	3	3	3	3	3	3	4	2	3	3	3	2	3
2	1	3	2	2	1	1	1	2	2	2	2	2	2	3	3	2	2	3	4	2	3	4
5	1	5	5	4	1	4	2	1	3	2	3	2	3	4	4	2	4	1	5	5	4	2
3	1	5	4	4	3	4	3	1	2	4	3	3	3	5	4	2	3	1	4	4	1	4
2	1	3	2	4	3	3	3	5	3	2	5	3	4	1	3	2	4	1	4	4	3	3
3	2	3	3	3	3	4	3	2	3	3	3	3	3	3	3	3	3	2	4	3	2	4
1	2	3	2	3	2	3	2	3	2	2	3	1	2	2	2	3	2	3	3	2	4	4
2	3	2	2	2	1	1	1	3	2	2	3	2	1	1	2	1	2	2	2	1	3	4
2	2	2	2	2	1	2	2	5	2	2	2	1	1	1	2	2	1	4	3	2	4	5
3	1	3	2	2	1	4	2	2	2	1	2	2	2	2	2	2	2	4	3	3	4	4
3	2	3	4	3	2	2	2	4	2	2	1	1	2	2	3	2	2	3	2	3	4	4
2	1	3	3	3	5	4	3	4	2	3	4	2	2	2	2	2	4	3	4	4	3	3
2	2	3	3	2	3	3	2	2	3	2	3	2	2	3	2	2	2	2	4	4	2	4
2	1	3	2	3	2	2	1	2	2	2	2	2	2	3	2	2	2	3	3	3	4	4
3	2	4	3	3	2	4	1	4	2	1	3	2	3	2	3	2	3	2	4	3	3	4
2	4	3	3	1	1	2	2	4	1	2	3	2	2	2	2	2	1	4	3	2	4	5
3	2	5	4	4	2	5	3	2	1	3	3	2	4	4	4	3	2	2	4	4	3	4
3	2	3	2	3	2	2	3	5	1	2	3	2	3	2	3	3	2	3	4	3	5	2
3	2	4	3	4	5	5	1	1	3	2	3	2	3	3	2	2	2	1	4	3	3	1
1	2	3	2	3	3	4	2	2	1	2	3	2	2	4	2	3	2	4	4	4	4	5
1	2	2	2	2	1	2	1	1	3	1	3	2	2	2	2	2	2	2	5	3	4	4
3	1	5	4	4	1	2	4	3	3	4	4	1	2	3	4	4	3	3	3	3	1	3
2	2	3	2	3	2	3	2	3	3	3	3	2	3	3	3	2	3	2	4	3	3	3
2	1	4	4	2	2	2	4	2	3	4	4	2	3	4	2	4	2	1	5	3	3	4
1	1	5	4	2	1	2	1	1	2	2	3	4	4	2	2	2	2	2	4	4	2	2
2	1	5	2	2	2	3	2	1	3	2	3	2	3	3	3	3	2	3	3	3	3	3
4	2	5	4	1	4	5	2	4	4	2	2	3	5	4	5	3	4	2	2	4	1	1
3	1	5	3	2	3	4	4	1	2	3	3	4	4	3	3	4	3	1	2	3	2	2
4	1	5	2	1	1	4	1	1	1	3	4	4	3	5	5	2	5	1	5	4	3	4
2	1	3	3	2	2	4	2	2	2	3	4	2	2	3	4	2	4	2	5	5	4	3
2	2	3	2	2	1	2	3	4	2	3	3	2	2	2	2	2	2	2	2	2	3	3
3	1	5	2	3	4	5	2	1	2	3	4	5	4	3	3	2	3	1	5	5	3	1
2	2	4	2	3	3	3	2	3	2	3	3	3	3	3	2	3	2	2	3	3	3	3
2	2	3	3	2	5	4	3	3	2	3	3	2	4	2	2	3	3	4	3	3	3	3
2	2	2	2	2	1	1	1	4	1	1	2	1	3	3	2	1	1	4	3	2	3	4
2	1	5	3	4	3	4	2	3	2	2	4	2	4	4	3	2	3	3	5	4	3	4
1	2	4	1	2	2	4	2	1	2	2	3	2	2	3	2	2	2	1	4	4	2	2
2	1	4	2	2	1	3	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	3
3	2	4	3	2	2	3	2	2	2	2	3	2	4	4	3	3	3	3	4	2	4	3
2	1	2	2	2	1	1	1	4	2	2	2	1	2	2	2	2	1	2	4	3	3	2
3	2	4	2	4	4	4	4	4	2	3	2	3	3	4	4	4	2	2	4	5	4	4
3	1	3	3	3	2	3	3	4	2	3	3	2	3	2	3	3	2	2	3	2	3	3
2	1	4	3	4	1	1	1	3	2	2	5	2	3	3	4	2	1	2	4	4	3	4
2	1	5	2	3	2	4	3	1	3	3	2	2	3	5	5	4	2	1	2	4	2	5
2	1	5	3	2	4	4	2	2	3	3	4	4	4	4	4	2	4	1	3	3	2	2
3	1	5	2	2	2	4	2	2	3	3	3	2	3	2	1	3	3	3	4	4	4	4
2	2	2	3	2	2	2	2	4	2	2	2	2	2	2	2	2	2	3	4	3	4	3
2	1	3	3	2	2	2	2	3	2	3	3	2	3	2	3	2	2	3	5	4	3	2
1	2	1	1	2	1	1	1	1	1	2	3	1	2	2	2	1	1	4	5	2	4	5
2	1	4	2	2	3	2	3	2	3	3	4	3	3	3	2	3	3	2	4	2	2	2
1	1	5	3	2	2	4	3	1	1	3	4	2	2	3	4	3	3	1	5	4	2	3
1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2
3	1	3	3	4	2	4	3	4	2	2	3	2	3	3	4	3	3	3	4	5	2	5
2	1	3	2	2	2	2	1	3	2	2	3	2	3	2	2	2	2	4	3	3	3	4
4	5	5	2	4	2	2	3	2	4	2	4	4	4	2	4	3	1	2	3	2	2	4
3	4	3	4	3	4	2	2	4	3	3	3	2	3	4	3	2	2	3	2	3	3	2
4	1	4	5	5	4	4	3	3	2	3	5	5	3	4	5	3	4	2	5	5	1	1
2	2	2	2	2	2	3	2	3	4	2	2	2	3	2	3	2	2	4	4	2	4	3
4	1	4	4	5	4	5	2	3	4	2	4	4	4	3	4	2	5	1	5	5	3	3
1	1	3	3	2	2	3	2	2	2	2	4	3	4	2	3	3	3	1	3	3	4	4
3	1	4	4	3	1	2	5	1	2	5	3	2	3	3	4	5	4	2	5	4	1	1
2	1	3	2	3	3	3	2	2	2	3	3	3	3	2	3	2	4	3	5	3	3	3
2	2	2	4	4	5	4	2	4	2	2	4	4	5	4	2	2	5	1	2	4	4	4
2	1	2	2	2	2	3	2	3	2	2	3	2	2	2	2	2	2	4	3	3	4	3
3	1	4	3	4	5	5	1	2	1	1	4	4	4	2	2	2	4	2	2	3	1	4
1	1	5	2	2	3	3	1	1	2	1	3	3	3	2	2	2	3	1	4	4	2	4
5	2	3	3	4	2	3	4	1	1	3	4	3	3	4	4	3	4	3	4	3	3	3
3	1	2	3	3	2	2	2	3	1	2	3	2	3	3	2	2	1	5	2	3	5	3
2	1	5	2	2	4	2	3	4	3	2	2	3	3	2	4	3	3	1	4	4	4	4
2	1	5	4	4	2	5	2	1	2	2	5	2	2	4	2	3	2	5	4	4	5	5
1	1	2	2	2	2	2	2	4	2	2	3	2	2	2	2	2	2	4	2	2	4	4
2	1	4	4	3	3	4	2	1	2	3	4	3	4	4	4	2	3	1	4	4	2	3
3	2	2	3	3	3	4	2	3	2	2	4	2	3	2	3	2	3	1	4	4	2	4
2	1	5	4	4	2	2	2	4	2	2	4	2	3	3	4	3	2	2	4	4	4	2
1	2	4	2	4	2	2	2	3	2	2	4	2	1	3	2	3	2	3	3	3	2	4
2	1	3	2	2	1	3	1	3	1	2	4	1	2	1	2	2	2	2	4	3	3	2
2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	3	2	1	3
2	4	1	2	2	2	3	2	5	1	2	2	2	3	3	3	2	2	4	2	2	4	3
2	1	3	2	2	2	3	2	1	2	3	3	2	3	3	2	2	3	1	2	2	1	1
2	1	2	3	3	2	2	2	3	2	3	3	2	3	4	3	2	2	2	4	3	3	4
3	2	3	3	4	3	2	3	2	3	4	3	3	3	4	4	3	2	2	4	4	2	2
1	2	5	1	1	1	1	1	4	1	1	2	1	1	1	1	1	1	4	4	2	4	4
2	1	5	2	2	1	3	1	1	4	1	4	1	4	2	4	2	4	1	2	3	4	4
2	3	2	3	2	5	2	2	3	2	3	3	3	4	3	3	2	5	3	3	3	2	4
3	1	3	3	2	4	3	2	4	2	2	3	2	1	1	2	3	1	3	4	2	4	2
1	4	1	1	1	1	1	1	5	1	1	3	3	2	3	2	1	2	3	4	2	3	4
4	2	5	3	2	2	3	4	4	2	3	4	4	3	3	4	3	3	1	4	4	3	4
3	1	3	3	4	4	3	2	2	2	2	3	2	3	3	3	3	3	2	5	3	3	3
2	1	5	3	3	1	3	2	4	2	2	4	3	3	2	3	3	1	1	2	3	4	4
2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	3	4
2	2	3	1	2	2	4	3	2	1	2	3	2	2	4	3	3	2	4	4	3	4	4
2	3	2	2	3	2	2	2	3	3	2	2	2	3	3	3	2	1	4	4	2	3	4
1	2	3	2	2	1	2	2	4	2	2	3	2	2	2	2	2	2	4	5	2	4	5
2	2	2	2	2	2	2	2	4	1	1	2	2	2	2	2	2	2	3	3	3	4	4
2	3	2	3	2	1	2	1	3	2	1	2	2	3	2	2	1	1	4	3	2	4	4
2	1	2	3	2	1	2	2	2	2	2	3	1	2	2	2	2	1	4	2	2	2	4
2	1	4	2	2	3	3	3	3	1	1	4	2	3	3	3	1	2	3	5	4	3	5
1	1	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	4	2	2	2
3	1	5	2	4	4	5	3	1	5	4	3	4	3	4	3	4	4	1	5	5	1	4
2	1	2	3	2	2	3	2	5	1	2	2	5	5	3	3	2	5	3	5	5	3	4
3	2	3	2	2	2	2	2	4	2	2	3	2	2	3	3	2	2	2	4	2	2	2
2	2	3	2	3	2	3	2	2	3	2	3	3	3	3	3	2	2	3	4	3	2	3
2	1	4	3	2	2	3	2	2	1	2	3	2	3	3	4	2	3	1	5	4	3	4
3	1	4	3	5	4	4	3	4	2	3	5	3	5	4	4	3	4	2	5	5	1	4
1	1	3	2	1	2	3	2	5	2	2	4	1	4	3	2	1	3	1	3	3	4	5
3	2	3	2	3	1	2	3	4	2	2	3	3	3	2	3	2	2	1	4	2	4	3
2	1	3	2	3	2	3	1	3	2	1	3	2	1	1	3	2	2	1	3	3	3	4
2	1	3	3	3	3	3	3	2	3	3	3	2	3	3	3	3	3	2	5	3	2	4
2	1	3	3	2	3	4	1	3	1	2	3	3	3	3	2	2	3	4	3	3	2	5
3	1	4	3	4	2	4	2	2	4	4	4	4	4	2	4	2	4	4	4	4	4	1
1	1	5	3	2	3	5	3	2	1	3	3	4	4	3	2	3	2	2	5	4	2	3
2	1	3	3	3	2	2	2	4	2	3	2	2	3	3	2	2	2	3	4	3	1	4
2	1	2	2	2	1	2	2	5	2	1	1	1	2	1	2	2	2	1	5	2	4	2
3	1	5	2	2	2	2	1	2	2	2	2	3	3	3	3	3	3	1	5	5	5	2
2	1	1	2	3	1	2	2	3	1	1	2	1	2	3	3	2	1	3	3	3	3	3
1	1	5	4	4	1	4	4	4	2	4	2	2	5	4	3	1	2	1	4	4	3	5
3	2	3	3	3	2	4	3	4	2	3	3	3	2	2	3	3	3	2	4	2	2	3
2	1	3	2	2	2	2	2	3	1	2	2	3	2	3	1	3	4	2	3	2	2	3
2	1	2	2	2	1	2	2	4	1	2	2	3	1	2	2	1	1	4	3	2	2	4
2	1	5	3	3	4	4	2	3	2	2	3	1	4	2	2	2	3	1	4	4	2	4
2	2	4	1	2	4	4	1	1	4	2	3	4	2	2	4	2	3	1	2	2	4	4
2	1	5	3	4	2	2	1	3	2	2	5	5	5	3	3	2	5	5	4	4	2	4
3	2	3	3	3	4	4	2	4	2	3	4	4	4	2	2	2	4	3	2	3	3	4
3	1	4	2	3	3	2	2	1	2	3	3	3	2	2	3	2	3	3	5	3	2	3
3	4	3	3	2	4	4	2	4	3	2	4	3	3	3	3	2	4	2	4	4	4	3
3	4	1	3	2	2	2	2	4	1	1	4	2	3	4	2	2	3	3	3	2	5	5
2	1	4	4	4	3	3	3	3	2	3	3	3	3	3	3	2	3	4	4	4	3	2
3	4	2	3	4	2	3	3	4	1	2	2	2	4	2	2	3	1	4	2	3	3	2
2	1	3	2	2	1	1	2	4	2	2	3	2	2	2	3	2	2	2	3	2	3	3
1	1	4	3	3	1	2	2	2	1	1	3	2	1	3	3	2	3	1	4	3	1	3
2	3	2	2	2	2	4	2	3	2	2	4	2	3	2	2	2	2	4	4	4	4	4
2	1	3	2	2	1	2	2	1	2	2	3	2	1	2	2	2	2	1	3	2	3	3
4	1	4	3	3	1	2	3	4	2	2	3	2	3	3	4	3	3	2	5	4	4	4
2	2	3	2	3	2	2	2	3	2	2	3	2	3	3	2	3	2	3	3	2	3	4
4	1	5	4	4	2	3	3	1	4	3	4	4	4	3	2	3	3	2	4	4	1	3
2	1	4	4	2	1	4	2	2	1	2	3	1	2	3	4	2	2	1	4	4	1	4
3	1	5	3	4	2	3	3	2	2	3	4	4	5	2	4	3	4	2	4	3	4	3
3	1	4	2	4	2	4	1	3	3	2	3	3	3	3	3	3	3	1	5	4	3	3
2	1	3	3	3	2	2	1	4	2	1	3	2	3	2	2	2	2	3	4	4	4	4
2	2	3	3	2	2	2	2	5	2	2	2	2	2	2	2	3	2	3	2	2	2	5
3	1	4	3	3	1	2	3	1	3	2	3	3	3	2	3	3	3	2	4	4	3	3
2	4	5	4	5	4	5	2	4	2	2	4	3	4	4	3	3	3	1	2	4	3	4
2	2	4	3	3	3	3	2	3	2	2	2	2	2	3	3	3	2	3	1	2	2	3
2	1	4	4	3	3	4	4	4	2	3	4	2	4	4	4	2	3	4	2	4	3	3
3	1	4	3	3	2	3	2	1	2	3	3	3	2	2	3	3	2	1	4	3	1	4
3	2	2	4	2	3	5	2	3	2	2	3	3	2	3	3	5	2	2	5	3	4	3
3	1	3	3	4	4	4	3	3	2	3	4	4	3	3	3	4	3	1	4	5	3	1
2	1	5	5	5	5	5	5	1	5	3	5	5	5	5	5	3	5	1	5	5	1	3
4	1	5	4	5	2	5	2	1	1	4	3	4	4	2	5	4	4	1	4	4	2	2
3	2	4	3	4	2	2	1	3	3	1	3	3	3	2	3	2	3	3	4	3	3	4
1	1	5	3	4	1	2	2	2	2	2	2	4	2	2	3	2	4	2	5	5	2	2
4	1	5	4	4	1	4	3	1	3	4	3	4	4	4	3	4	4	1	5	5	3	1
3	1	5	3	3	1	5	2	1	4	5	3	2	2	5	5	4	1	1	5	5	4	2
2	1	2	2	2	2	2	3	4	2	2	3	2	2	2	2	2	2	3	2	2	2	4
3	1	4	3	3	2	4	4	4	2	3	3	2	2	2	2	3	3	2	4	2	2	3
3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3
2	1	5	3	2	3	4	2	1	2	2	5	3	4	4	2	5	5	3	4	5	4	5
2	1	3	4	2	1	3	1	4	2	1	3	2	4	4	2	2	3	3	3	4	4	4
2	3	3	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	3	3	2	2	4
2	1	3	3	2	3	3	1	3	2	1	4	3	4	4	3	1	4	1	5	4	3	4
2	1	3	2	3	2	4	2	4	3	1	3	1	4	2	4	2	2	2	3	3	2	4
2	2	3	3	2	2	3	2	4	2	2	2	2	2	2	2	2	2	1	4	2	4	4
1	2	3	1	2	1	2	1	2	2	1	2	1	1	1	2	2	2	2	3	3	4	4
3	2	5	2	2	4	3	3	3	2	2	3	3	4	2	3	2	4	1	4	5	4	4
2	1	4	3	2	1	2	2	3	2	2	2	1	2	2	2	2	1	1	4	4	2	4
2	2	2	2	3	2	2	2	2	3	1	2	2	3	3	2	1	2	1	2	2	2	4
3	2	2	4	3	1	5	3	2	4	3	4	3	2	4	3	2	1	2	3	3	2	1
2	2	3	2	2	2	2	2	3	2	2	2	2	2	3	2	3	2	3	3	3	3	3
3	1	4	4	4	2	3	3	3	2	2	4	4	2	4	3	4	2	2	4	4	2	2
2	2	4	3	3	2	2	2	1	3	2	4	2	2	3	3	2	3	1	4	3	3	3
2	2	3	3	3	2	2	2	2	4	2	3	3	4	3	2	2	3	3	2	3	3	3
2	1	4	4	3	4	3	2	1	2	2	3	4	3	4	4	4	3	1	5	3	2	2
5	1	5	2	2	1	4	1	1	2	1	2	1	3	4	5	2	5	1	5	4	1	5
3	1	4	4	4	5	4	1	1	3	2	4	3	4	4	3	2	5	3	4	4	3	4
2	1	3	2	3	3	3	2	1	2	2	3	3	3	2	3	3	3	3	5	5	3	3
3	2	3	3	4	2	3	4	3	2	3	4	4	4	2	3	4	4	3	1	2	2	5
4	1	4	4	4	2	3	4	2	4	3	4	4	4	4	4	4	2	1	5	4	1	2
2	3	3	3	2	4	4	2	1	4	2	4	3	4	3	2	2	3	1	3	4	2	5
2	2	2	3	3	1	2	1	3	2	2	3	1	3	2	3	2	1	3	4	4	3	4
2	2	2	2	2	2	2	2	4	3	2	2	2	3	3	2	2	2	4	3	2	4	2
3	1	4	4	5	2	3	3	4	2	3	4	4	4	4	4	3	3	4	5	4	1	3
3	1	4	4	2	2	4	3	2	4	2	3	2	3	3	3	2	3	3	3	3	3	3
2	3	2	2	2	1	2	2	4	2	2	2	2	2	3	2	3	1	3	3	2	3	4
2	4	3	2	3	1	2	2	4	2	1	2	2	3	3	3	2	3	4	4	3	4	4
2	1	4	1	2	2	1	1	4	2	1	3	2	3	1	1	1	2	4	4	3	4	4
2	1	4	3	3	2	3	3	4	2	3	4	2	3	3	4	3	3	1	4	4	2	1
2	1	5	2	2	2	3	2	1	2	2	3	3	2	2	3	2	2	1	3	4	4	2
2	1	5	4	2	2	1	1	1	1	2	4	4	4	2	2	1	4	1	5	5	2	5
3	1	5	4	4	2	4	2	3	2	2	3	3	2	4	3	2	2	1	5	5	4	4
1	1	5	4	3	3	4	2	3	1	2	3	3	4	2	3	2	3	1	4	4	3	5
2	1	5	4	3	2	3	2	1	3	3	4	3	3	3	4	3	3	3	4	4	2	4
2	1	4	2	2	4	4	2	4	2	3	2	3	3	3	3	2	3	2	3	4	2	2
2	1	5	4	3	1	4	4	4	1	3	3	4	4	4	5	5	2	1	5	5	3	5
2	1	2	3	2	2	3	2	2	2	2	3	2	4	2	2	2	2	1	2	2	2	1
2	2	2	2	4	1	2	2	4	2	4	4	4	2	2	2	4	2	1	4	4	2	5
2	3	2	1	2	1	2	2	4	2	1	3	1	1	1	3	1	1	4	4	2	4	2
2	2	3	3	2	1	2	2	4	2	1	2	1	2	2	3	1	1	3	3	3	4	5
3	2	3	3	2	1	1	2	4	1	2	2	2	2	1	4	2	3	4	3	3	3	4
3	1	4	2	2	1	3	2	2	2	2	4	2	3	3	3	2	3	1	4	4	2	4
2	1	3	4	3	1	3	2	3	2	2	3	2	1	2	2	2	2	2	4	3	2	4
3	1	5	2	4	5	4	2	1	2	3	4	3	4	2	1	3	4	1	4	4	5	2
3	2	3	3	2	2	2	2	3	3	2	3	2	3	2	3	2	2	3	2	3	4	4
2	1	3	2	4	2	3	2	3	2	2	3	2	3	2	4	2	3	3	4	4	3	4
2	3	2	2	2	2	2	2	5	2	1	3	1	1	2	2	2	1	5	3	2	4	4
3	1	2	2	2	2	3	2	4	2	2	2	2	4	3	4	3	2	1	4	4	3	4
3	2	3	2	3	2	2	2	4	3	2	2	2	3	3	2	2	2	3	3	2	3	3
3	2	3	2	2	1	2	2	4	2	2	2	1	2	2	3	2	2	3	4	3	3	3
2	2	3	2	2	1	3	2	3	2	2	3	2	2	2	2	2	2	3	4	2	3	3
2	2	3	3	2	2	2	2	1	4	2	3	4	3	4	3	2	3	2	4	4	2	2
3	1	4	3	2	1	3	3	5	3	2	3	3	3	3	2	2	2	1	5	4	2	3
2	2	3	2	3	2	2	2	4	2	2	2	2	3	3	2	2	1	4	4	2	3	3
2	3	3	2	2	1	2	2	3	2	1	3	2	3	3	2	2	2	3	3	2	4	3
2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	3	4	5
2	1	3	2	2	2	3	2	1	2	2	3	4	3	2	2	2	3	2	4	3	1	4
3	1	3	3	4	5	4	3	1	3	2	2	2	4	3	3	3	2	2	1	2	2	2
2	1	4	3	2	2	3	2	2	2	2	3	2	3	2	3	2	2	1	3	3	3	4
2	4	4	3	2	2	2	3	5	2	3	3	2	2	4	3	3	1	2	3	2	4	4
2	1	3	2	3	1	2	1	1	1	1	2	2	2	3	3	1	1	3	3	3	2	3
2	1	4	2	3	2	2	2	1	2	2	3	2	3	3	4	2	2	2	2	3	2	3
5	1	5	4	4	5	2	5	1	2	5	5	4	5	5	5	5	5	3	5	5	1	5
1	1	5	3	5	1	2	2	3	2	3	5	2	5	2	2	3	1	1	5	5	3	4
2	1	5	2	3	3	1	2	2	1	2	2	1	3	3	2	2	2	1	3	3	3	3
2	1	5	3	4	2	3	2	3	2	2	3	2	2	4	3	2	3	2	5	4	3	4
2	2	2	4	2	1	3	2	1	2	2	2	3	3	3	3	2	2	2	2	2	4	3
2	1	3	2	2	2	2	2	1	3	2	2	2	3	2	2	2	2	2	4	2	3	3
3	1	5	5	3	2	4	2	1	3	4	5	4	3	5	4	4	4	1	5	5	1	3
3	2	3	2	3	4	3	3	5	1	2	3	3	5	4	3	4	4	2	2	4	2	5
3	1	4	3	1	3	5	2	1	1	3	3	3	4	4	4	4	2	1	5	4	1	3
2	1	2	2	4	1	2	1	1	2	2	2	2	2	2	2	1	2	1	5	4	1	4
2	3	4	3	3	2	2	2	4	2	2	2	2	2	3	3	2	2	3	3	2	3	3
2	2	3	3	2	1	3	3	3	2	2	3	3	3	3	2	2	3	3	3	3	3	3
1	1	3	2	2	2	2	2	1	2	2	2	2	2	3	2	2	2	3	4	2	3	4
2	1	2	1	2	3	3	2	5	2	2	4	2	5	4	2	3	3	3	2	2	4	3
3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	4	3	3	3
3	1	5	3	3	3	4	3	5	2	2	4	3	4	3	3	3	4	2	4	4	3	3
2	1	5	4	2	5	4	2	2	3	2	4	3	3	5	3	2	4	2	4	4	3	3
3	1	5	3	4	2	3	3	4	3	3	3	2	5	2	3	3	1	3	5	4	3	2
2	1	3	3	2	1	2	2	1	3	2	3	2	3	2	2	2	3	1	4	4	4	3
1	2	2	1	1	1	1	1	4	2	2	1	1	2	2	2	1	1	4	2	1	5	5
3	1	4	3	3	2	3	3	1	2	2	4	3	4	4	3	3	3	1	4	4	1	1
2	1	3	2	2	3	2	2	1	2	3	3	3	3	4	2	3	2	2	3	3	4	3
2	2	5	4	2	1	1	3	4	1	3	4	2	2	2	2	3	1	2	5	4	3	4
3	2	5	4	4	3	5	3	2	2	2	3	3	4	3	4	4	5	3	2	3	1	4
2	1	4	3	3	2	2	2	3	2	2	4	3	2	3	3	2	3	1	5	3	2	2
3	1	4	2	2	2	1	2	5	2	2	4	4	3	2	2	3	3	2	4	2	4	5
